Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727791147	2727791147	0.00119286326530612	1.279e-04	9	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791147/Limnohabitans_MAG/2727791147_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791053	2727791053	0.00119558585858586	1.295e-04	9	33	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791053/Limnohabitans_MAG/2727791053_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792300	2727792300	0.00121263366336634	1.337e-04	9	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792300/Limnohabitans_MAG/2727792300_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792284	2727792284	0.00121263366336634	1.340e-04	9	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792284/Limnohabitans_MAG/2727792284_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791423	2727791423	0.0012141862745098	1.355e-04	9	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791423/Limnohabitans_MAG/2727791423_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791645	2727791645	0.0012378932038835	1.395e-04	8	22	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791645/Limnohabitans_MAG/2727791645_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793654	2727793654	0.00123829423076923	1.409e-04	8	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793654/Limnohabitans_MAG/2727793654_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791894	2727791894	0.00127785904761905	1.468e-04	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791894/Limnohabitans_MAG/2727791894_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792310	2727792310	0.00129425849056604	1.501e-04	7	40	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792310/Limnohabitans_MAG/2727792310_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790801	2727790801	0.00135915185185185	1.596e-04	9	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790801/Limnohabitans_MAG/2727790801_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791550	2727791550	0.00135915185185185	1.606e-04	9	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791550/Limnohabitans_MAG/2727791550_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791961	2727791961	0.001359575	1.624e-04	9	25	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791961/Limnohabitans_MAG/2727791961_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793099	2727793099	0.001359575	1.641e-04	9	34	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793099/Limnohabitans_MAG/2727793099_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791916	2727791916	0.001359575	1.657e-04	9	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791916/Limnohabitans_MAG/2727791916_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792688	2727792688	0.001359575	1.666e-04	9	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792688/Limnohabitans_MAG/2727792688_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791702	2727791702	0.00136776460176991	1.691e-04	9	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791702/Limnohabitans_MAG/2727791702_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791096	2727791096	0.00136942413793103	1.715e-04	9	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791096/Limnohabitans_MAG/2727791096_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791545	2727791545	0.00136942413793103	1.728e-04	9	55	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791545/Limnohabitans_MAG/2727791545_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793314	2727793314	0.00136942413793103	1.738e-04	9	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793314/Limnohabitans_MAG/2727793314_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792619	2727792619	0.00141093949579832	1.814e-04	9	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792619/Limnohabitans_MAG/2727792619_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792266	2727792266	0.00141093949579832	1.836e-04	9	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792266/Limnohabitans_MAG/2727792266_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792396	2727792396	0.00141093949579832	1.837e-04	9	31	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792396/Limnohabitans_MAG/2727792396_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792479	2727792479	0.001437265	1.887e-04	9	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792479/Limnohabitans_MAG/2727792479_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792246	2727792246	0.00147977355371901	1.959e-04	9	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792246/Limnohabitans_MAG/2727792246_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793345	2727793345	0.00152233442622951	2.032e-04	9	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793345/Limnohabitans_MAG/2727793345_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792600	2727792600	0.00156940487804878	2.112e-04	9	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792600/Limnohabitans_MAG/2727792600_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791611	2727791611	0.00158696935483871	2.153e-04	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791611/Limnohabitans_MAG/2727791611_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793496	2727793496	0.0016532432	2.261e-04	9	20	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793496/Limnohabitans_MAG/2727793496_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792350	2727792350	0.00169773700787402	2.359e-04	9	39	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792350/Limnohabitans_MAG/2727792350_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791820	2727791820	0.00169773700787402	2.359e-04	9	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791820/Limnohabitans_MAG/2727791820_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792655	2727792655	0.00169946875	2.380e-04	9	38	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792655/Limnohabitans_MAG/2727792655_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793316	2727793316	0.00179682480620155	2.536e-04	9	35	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793316/Limnohabitans_MAG/2727793316_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792811	2727792811	0.00181745384615385	2.585e-04	7	29	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792811/Limnohabitans_MAG/2727792811_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790741	2727790741	0.00194451755725191	2.787e-04	9	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790741/Limnohabitans_MAG/2727790741_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790763	2727790763	0.0019907196969697	2.875e-04	9	44	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790763/Limnohabitans_MAG/2727790763_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793609	2727793609	0.00210632330827068	3.065e-04	9	40	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793609/Limnohabitans_MAG/2727793609_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791607	2727791607	0.00218405074626866	3.202e-04	9	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791607/Limnohabitans_MAG/2727791607_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792642	2727792642	0.00246102962962963	3.635e-04	9	51	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792642/Limnohabitans_MAG/2727792642_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791756	2727791756	0.00246107941176471	3.662e-04	9	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791756/Limnohabitans_MAG/2727791756_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792315	2727792315	0.00259455912408759	3.889e-04	9	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792315/Limnohabitans_MAG/2727792315_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793851	2727793851	0.002742	4.140e-04	9	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793851/Limnohabitans_MAG/2727793851_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790707	2727790707	0.00302869352517986	4.606e-04	9	27	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790707/Limnohabitans_MAG/2727790707_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794471	2727794471	0.00306255285714286	4.691e-04	9	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794471/Limnohabitans_MAG/2727794471_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793448	2727793448	0.0033318865248227	5.140e-04	9	27	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793448/Limnohabitans_MAG/2727793448_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791400	2727791400	0.00343200563380282	5.332e-04	9	28	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791400/Limnohabitans_MAG/2727791400_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791663	2727791663	0.00343357202797203	5.372e-04	9	25	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791663/Limnohabitans_MAG/2727791663_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792802	2727792802	0.00366488611111111	5.774e-04	9	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792802/Limnohabitans_MAG/2727792802_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790995	2727790995	0.00369305405405405	5.945e-04	8	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790995/Limnohabitans_MAG/2727790995_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791115	2727791115	0.00369305405405405	5.965e-04	9	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791115/Limnohabitans_MAG/2727791115_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794018	2727794018	0.00369305405405405	5.968e-04	9	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794018/Limnohabitans_MAG/2727794018_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791264	2727791264	0.00369305405405405	5.980e-04	9	27	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791264/Limnohabitans_MAG/2727791264_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792669	2727792669	0.00373574496644295	6.090e-04	9	29	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792669/Limnohabitans_MAG/2727792669_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791666	2727791666	0.00379005333333333	6.220e-04	9	40	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791666/Limnohabitans_MAG/2727791666_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793428	2727793428	0.00438538410596026	7.245e-04	9	25	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793428/Limnohabitans_MAG/2727793428_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791883	2727791883	0.00449581168831169	7.514e-04	9	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791883/Limnohabitans_MAG/2727791883_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791706	2727791706	0.00449581168831169	7.540e-04	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791706/Limnohabitans_MAG/2727791706_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792668	2727792668	0.00449581168831169	7.575e-04	9	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792668/Limnohabitans_MAG/2727792668_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794348	2727794348	0.00457937435897436	7.775e-04	9	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794348/Limnohabitans_MAG/2727794348_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792627	2727792627	0.00457937435897436	7.816e-04	9	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792627/Limnohabitans_MAG/2727792627_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790827	2727790827	0.0049604746835443	8.535e-04	9	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790827/Limnohabitans_MAG/2727790827_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790974	2727790974	0.0049604746835443	8.575e-04	9	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790974/Limnohabitans_MAG/2727790974_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792490	2727792490	0.00498388679245283	8.670e-04	7	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792490/Limnohabitans_MAG/2727792490_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791814	2727791814	0.0051195425	8.962e-04	9	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791814/Limnohabitans_MAG/2727791814_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791305	2727791305	0.00522796645962733	9.209e-04	8	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791305/Limnohabitans_MAG/2727791305_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
